<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XOM.US,D,19700825,000000,1.4065,1.4065,1.3783,1.3996,4064007,0
XOM.US,D,19700826,000000,1.3996,1.3996,1.3857,1.3928,4352328,0
XOM.US,D,19700827,000000,1.3928,1.3928,1.3783,1.3857,3697880,0
XOM.US,D,19700828,000000,1.3857,1.3996,1.3857,1.3928,1894703,0
XOM.US,D,19700831,000000,1.3928,1.3928,1.3716,1.3857,1542309,0
XOM.US,D,19700901,000000,1.3857,1.3857,1.3716,1.3716,1610961,0
XOM.US,D,19700902,000000,1.3716,1.3716,1.3576,1.3576,2379825,0
XOM.US,D,19700903,000000,1.3645,1.3783,1.3645,1.3783,2416436,0
XOM.US,D,19700904,000000,1.3783,1.4137,1.3783,1.4065,2938164,0
XOM.US,D,19700908,000000,1.4065,1.4065,1.3783,1.3783,3199030,0
XOM.US,D,19700909,000000,1.3783,1.3783,1.3364,1.3716,2970204,0
XOM.US,D,19700910,000000,1.3716,1.3783,1.3645,1.3716,1688759,0
XOM.US,D,19700911,000000,1.3716,1.3783,1.3576,1.3645,2517120,0
XOM.US,D,19700914,000000,1.3645,1.3783,1.3505,1.3645,2581192,0
XOM.US,D,19700915,000000,1.3645,1.3716,1.3435,1.3435,1610961,0
XOM.US,D,19700916,000000,1.3435,1.3576,1.3364,1.3576,1405007,0
XOM.US,D,19700917,000000,1.3645,1.3857,1.3645,1.3783,1862672,0
XOM.US,D,19700918,000000,1.3783,1.3857,1.3645,1.3645,1871821,0
XOM.US,D,19700921,000000,1.3645,1.3716,1.3364,1.3364,2791715,0
XOM.US,D,19700922,000000,1.3364,1.3364,1.3156,1.3294,3267679,0
XOM.US,D,19700923,000000,1.3364,1.3857,1.3364,1.3716,3880942,0
XOM.US,D,19700924,000000,1.3716,1.3928,1.3716,1.3857,3006814,0
XOM.US,D,19700925,000000,1.3857,1.3928,1.3783,1.3857,2974777,0
XOM.US,D,19700928,000000,1.3857,1.3996,1.3857,1.3996,1757408,0
XOM.US,D,19700929,000000,1.3996,1.4065,1.3857,1.4065,3208185,0
XOM.US,D,19700930,000000,1.4065,1.4209,1.3996,1.4065,1963355,0
XOM.US,D,19701001,000000,1.4065,1.4137,1.3996,1.3996,1771140,0
XOM.US,D,19701002,000000,1.3996,1.4277,1.3996,1.4277,2558306,0
XOM.US,D,19701005,000000,1.4277,1.4632,1.4277,1.456,3537697,0
XOM.US,D,19701006,000000,1.456,1.4774,1.456,1.4774,4100617,0
XOM.US,D,19701007,000000,1.4774,1.4774,1.456,1.4774,2567464,0
XOM.US,D,19701008,000000,1.4774,1.484,1.4632,1.4632,3299715,0
XOM.US,D,19701009,000000,1.456,1.456,1.4209,1.4209,2366093,0
XOM.US,D,19701012,000000,1.4137,1.4137,1.3928,1.4065,1533155,0
XOM.US,D,19701013,000000,1.4065,1.4065,1.3857,1.3996,1363821,0
XOM.US,D,19701014,000000,1.3996,1.4209,1.3996,1.4209,1345514,0
XOM.US,D,19701015,000000,1.4277,1.4632,1.4277,1.456,3295137,0
XOM.US,D,19701016,000000,1.456,1.4702,1.449,1.4702,3638379,0
XOM.US,D,19701019,000000,1.4702,1.4702,1.435,1.435,2672723,0
XOM.US,D,19701020,000000,1.435,1.449,1.4277,1.442,1629264,0
XOM.US,D,19701021,000000,1.442,1.4632,1.442,1.449,1633840,0
XOM.US,D,19701022,000000,1.449,1.449,1.442,1.449,1180756,0
XOM.US,D,19701023,000000,1.456,1.4702,1.456,1.4702,1963355,0
XOM.US,D,19701026,000000,1.4702,1.4702,1.456,1.456,1766559,0
